name,gender,distance_traveled,seconds_traveled,oa_avg_speed,tot_shots,tot_misses,oa_acc_score,medals,cup_points,n_of_races,ppr_score
TCHEPIKOV Sergei,male,413.35,72218.40000000001,5.723610603391933,655,90,0.8410593607305936,4.0,839.0,37,19.836363636363636
TCHEREZOV Ivan,male,647.6499999999999,108448.79999999997,5.971942520341396,1000,151,0.8367777777777778,7.0,1404.0,50,24.352941176470587
TCHOUDOV Maxim,male,460.1499999999999,76754.8,5.9950648037647145,700,151,0.7938245614035088,6.0,936.0,39,20.842105263157894
TEELA Jeremy,male,492.20000000000005,87678.39999999998,5.613697330243254,740,198,0.7609830508474577,0.0,178.0,38,7.678571428571429
TIAN Ye,male,13.85,2628.8,5.268563603164941,20,9,0.7977391304347827,0.0,0.0,1,13.263157894736842
TKALENKO Ruslan,male,77.7,13295.5,5.844082584333045,120,18,0.8177857142857143,0.0,9.0,6,10.875
TOBRELUTS Indrek,male,619.4499999999999,107742.19999999997,5.749372112319964,1000,238,0.7763611111111112,0.0,263.0,57,6.866666666666666
TOIVANEN Ahti,male,134.15,22690.9,5.912061663486243,200,61,0.773375,0.0,0.0,10,9.0
TOPOR Krzysztof,male,13.4,2546.7,5.2617112341461505,40,15,0.7936666666666667,0.0,0.0,2,12.6
TRIFONOV Alexandr,male,13.7,2452.4,5.586364377752406,20,8,0.799913043478261,0.0,0.0,1,13.263157894736842
TRSAN Rok,male,129.5,21605.5,5.993844160051839,200,30,0.8218125000000001,0.0,44.0,11,10.206896551724139
TSVETAU Vitali,male,12.65,2084.7,6.068019379287188,20,1,0.8151304347826088,0.0,5.0,1,13.526315789473685
TSVETKOV Maxim,male,334.15,54710.4,6.107613908872901,520,61,0.8489166666666667,1.0,512.0,26,17.363636363636363
TYSHCHENKO Artem,male,0.0,0.0,,0,0,0.809,0.0,0.0,1,13.263157894736842
ULSET John Ola,male,12.65,2280.2,5.547758968511535,20,1,0.8151304347826088,0.0,7.0,1,13.631578947368421
UPENIEKS Gundars,male,26.049999999999997,4788.9,5.439662552987116,40,7,0.8103333333333335,0.0,16.0,3,12.761904761904763
USTYUGOV Evgeny,male,452.20000000000005,73737.70000000001,6.13254820804012,700,98,0.8403157894736842,1.0,949.0,36,22.24074074074074
VACLAVIK Adam,male,159.45,26312.5,6.059857482185273,240,63,0.783764705882353,0.0,27.0,12,9.3
VALIULLIN Rustam,male,655.1500000000001,115192.30000000005,5.6874461227009085,1020,211,0.7979178082191781,0.0,484.0,56,9.945945945945946
VARABEI Maksim,male,67.45,11190.1,6.027649440130115,100,33,0.7832592592592593,0.0,0.0,5,10.956521739130435
VASILYEV Victor,male,52.55,8820.0,5.958049886621315,80,17,0.8056923076923077,0.0,40.0,4,13.272727272727273
VIKS Priit,male,79.05,14323.7,5.518825443146673,130,33,0.7946666666666667,0.0,0.0,8,9.692307692307692
VITEK Zdenek,male,654.5499999999998,112743.1,5.805676799733197,1015,202,0.8034089347079038,1.0,619.0,53,12.267605633802816
VITENKO Vladislav,male,26.950000000000003,4627.299999999999,5.824130702569534,40,13,0.7978333333333334,0.0,0.0,2,12.6
VOLKOV Alexey,male,294.54999999999995,48888.49999999999,6.0249342892500275,460,47,0.8544,0.0,481.0,24,17.452380952380953
VUILLERMOZ Rene Laurent,male,669.8499999999999,117564.19999999998,5.697737916814813,1030,313,0.729904761904762,0.0,397.0,53,9.140845070422536
WAEGER Lorenz,male,52.55,8753.400000000001,6.003381543171795,80,17,0.8056923076923077,0.0,15.0,4,12.136363636363637
WALKER Marc,male,13.7,2635.4,5.198451847916824,25,10,0.7977634408602151,0.0,0.0,2,12.6
WEGER Benjamin,male,860.6999999999997,139953.30000000002,6.149908576646635,1365,256,0.811612188365651,1.0,1202.0,69,16.71264367816092
WIESTNER Serafin,male,383.34999999999997,62459.60000000001,6.13756732351792,580,139,0.7813333333333333,0.0,137.0,30,8.104166666666666
WIKSTEN Tord,male,93.05,17181.8,5.415614196417139,140,37,0.7913103448275862,0.0,5.0,8,9.884615384615385
WILLEITNER Michael,male,12.8,2227.9,5.745320705597199,20,2,0.8129565217391305,0.0,0.0,1,13.263157894736842
WINDISCH Dominik,male,726.1999999999999,115909.99999999999,6.265205763092054,1100,258,0.777896103896104,1.0,737.0,55,13.547945205479452
WINDISCH Markus,male,445.4,75667.0,5.886317681419905,690,143,0.7990796460176991,0.0,291.0,35,10.245283018867925
WOLF Alexander,male,743.2499999999998,127643.20000000001,5.822871880366519,1140,205,0.8170632911392405,4.0,1125.0,60,17.653846153846153
WOLLSCHLÄGER Jörn,male,170.45,30117.300000000003,5.659537873580964,260,53,0.8042285714285715,0.0,99.0,13,11.32258064516129
YALIOTNAU Raman,male,267.8500000000001,43861.6,6.106708373611544,405,124,0.7537988165680474,0.0,38.0,21,7.435897435897436
YAROSHENKO Dmitri,male,258.70000000000005,43054.100000000006,6.0087192625092625,400,58,0.8309047619047619,5.0,656.0,21,23.28205128205128
YEREMIN Roman,male,121.2,19804.0,6.119975762472228,180,58,0.7709032258064517,0.0,5.0,9,9.518518518518519
ZAHKNA Rene,male,117.15,19496.2,6.008863265662026,180,31,0.8144516129032259,0.0,15.0,9,9.88888888888889
ZAROVNII Alexander,male,26.950000000000003,5232.7,5.150304813958378,40,13,0.7978333333333334,0.0,0.0,2,12.6
ZHANG Chengye,male,370.55,63839.600000000006,5.80439100495617,560,137,0.77896,0.0,339.0,28,12.847826086956522
ZHANG Qing,male,159.0,29302.8,5.426102625005119,270,74,0.7774084507042254,0.0,17.0,14,8.40625
ZHYRNYI Oleksander,male,181.44999999999993,29873.7,6.073904471156902,280,43,0.8235555555555556,0.0,85.0,14,10.53125
ZIEMIANIN Wieslaw,male,182.20000000000002,33668.9,5.411522205952675,295,53,0.8135510204081633,0.0,70.0,19,8.702702702702704
ZIMELIS Raivis,male,159.15,28826.9,5.52088500671248,240,61,0.7867058823529413,0.0,30.0,15,8.545454545454545
ZINGERLE Stefan,male,13.1,2412.6,5.429826742932936,20,4,0.808608695652174,0.0,0.0,1,13.263157894736842
ZLATEV Ivan,male,13.55,2285.4,5.928940229281526,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
ZLATKAUSKAS Karolis,male,13.55,2472.6,5.480061473752325,20,7,0.8020869565217392,0.0,0.0,1,13.263157894736842
ZWAHLEN Roland,male,170.6,30700.899999999998,5.556840353214401,295,68,0.7931428571428571,0.0,12.0,16,7.764705882352941
